2020-08-31 11:52:19,338 [main] INFO  [c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor] EnableEncryptablePropertiesBeanFactoryPostProcessor.java:50 - Post-processing PropertySource instances
2020-08-31 22:10:38,528 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:10:38,528 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - <==      Total: 3
2020-08-31 22:10:38,530 [XNIO-1 task-1] ERROR [com.alibaba.druid.filter.stat.StatFilter] StatFilter.java:478 - slow sql 1 millis. SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL[]
2020-08-31 22:10:38,532 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 22:10:38,533 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 22:10:38,534 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 22:10:40,375 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 22:10:40,376 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:10:40,376 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:10:40,378 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 22:10:40,378 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:10:40,380 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 22:10:40,380 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 22:10:40,380 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 22:10:40,381 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:10:40,388 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id IN (?) AND sym.tenant_code = 0 
2020-08-31 22:10:40,389 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:10:40,390 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:10:40,621 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, role_name, role_code, role_desc, tenant_code, create_user, update_user, create_time, update_time, status, is_delete FROM sys_role WHERE is_delete = 0 AND tenant_code = 0 
2020-08-31 22:10:40,622 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:10:40,623 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - <==      Total: 3
2020-08-31 22:10:40,622 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 22:10:40,623 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:10:40,625 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 22:10:40,625 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 22:10:40,627 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 22:10:59,924 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 22:10:59,924 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:10:59,925 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:10:59,927 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 22:10:59,927 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:10:59,929 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 22:10:59,929 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 22:10:59,930 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 22:10:59,930 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:00,204 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 22:11:00,205 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:00,206 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:00,207 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 22:11:00,207 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:00,209 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 22:11:00,209 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 22:11:00,210 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 22:11:00,210 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:00,229 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id IN (?) AND sym.tenant_code = 0 
2020-08-31 22:11:00,229 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:00,230 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:00,422 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, role_name, role_code, role_desc, tenant_code, create_user, update_user, create_time, update_time, status, is_delete FROM sys_role WHERE is_delete = 0 AND tenant_code = 0 
2020-08-31 22:11:00,422 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:11:00,423 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - <==      Total: 3
2020-08-31 22:11:00,423 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 22:11:00,424 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:11:00,425 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 22:11:00,426 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 22:11:00,427 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 22:11:00,954 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 22:11:00,955 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:00,956 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:00,957 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 22:11:00,957 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:00,959 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 22:11:00,960 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 22:11:00,960 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 22:11:00,961 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:00,970 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id IN (?) AND sym.tenant_code = 0 
2020-08-31 22:11:00,971 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:00,971 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,150 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, role_name, role_code, role_desc, tenant_code, create_user, update_user, create_time, update_time, status, is_delete FROM sys_role WHERE is_delete = 0 AND tenant_code = 0 
2020-08-31 22:11:01,151 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:11:01,151 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
2020-08-31 22:11:01,152 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - <==      Total: 3
2020-08-31 22:11:01,152 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:11:01,153 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id LIMIT ?,? 
2020-08-31 22:11:01,154 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==> Parameters: 0(Long), 20(Long)
2020-08-31 22:11:01,155 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - <==      Total: 2
2020-08-31 22:11:01,304 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 22:11:01,305 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,305 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,307 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 22:11:01,307 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,310 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 22:11:01,310 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 22:11:01,311 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 22:11:01,311 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,437 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 22:11:01,438 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,438 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,440 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 22:11:01,440 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,442 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 22:11:01,442 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 22:11:01,443 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 22:11:01,443 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,453 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id IN (?) AND sym.tenant_code = 0 
2020-08-31 22:11:01,454 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,455 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,581 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, account, username, `password`, tenant_code, phone, avatar, create_time, update_time, `status`, is_delete, create_user, update_user FROM sys_customer WHERE ID = ? AND tenant_code = 0 
2020-08-31 22:11:01,582 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,583 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,584 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT role.* FROM sys_customer_role AS cRole LEFT JOIN sys_role role ON role.id = cRole.role_id AND role.tenant_code = 0 WHERE cRole.customer_id = ? 
2020-08-31 22:11:01,584 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,586 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id = ? AND sym.tenant_code = 0 
2020-08-31 22:11:01,586 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - ====> Parameters: 1(Long)
2020-08-31 22:11:01,587 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleId] BaseJdbcLogger.java:143 - <====      Total: 1
2020-08-31 22:11:01,587 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysRoleMapper.getCustomerRoleById] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,597 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT sym.* FROM sys_menu sym RIGHT JOIN sys_role_menu srm ON srm.menu_id = sym.id WHERE srm.role_id IN (?) AND sym.tenant_code = 0 
2020-08-31 22:11:01,597 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - ==> Parameters: 1(Long)
2020-08-31 22:11:01,598 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysMenuMapper.getMenuByRoleIds] BaseJdbcLogger.java:143 - <==      Total: 1
2020-08-31 22:11:01,761 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT id, role_name, role_code, role_desc, tenant_code, create_user, update_user, create_time, update_time, status, is_delete FROM sys_role WHERE is_delete = 0 AND tenant_code = 0 
2020-08-31 22:11:01,762 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - ==> Parameters: 
2020-08-31 22:11:01,763 [XNIO-1 task-1] DEBUG [c.w.usercentre.mapper.SysRoleMapper.selectList] BaseJdbcLogger.java:143 - <==      Total: 3
2020-08-31 22:11:01,763 [XNIO-1 task-1] DEBUG [c.w.u.mapper.SysCustomerMapper.getUserDetailPage] BaseJdbcLogger.java:143 - ==>  Preparing: SELECT COUNT(1) FROM ( SELECT sc.*, GROUP_CONCAT(sr.id) AS roleIds, GROUP_CONCAT(sr.role_name) AS roleNames FROM sys_customer sc LEFT JOIN sys_customer_role scr ON scr.customer_id = sc.id LEFT JOIN sys_role sr ON sr.id = scr.role_id AND sr.tenant_code = 0 WHERE sc.tenant_code = 0 GROUP BY sc.id ) TOTAL 
